ASV	OTU	Phylum	Class	Family	Genus	BP	BS	CH	CS	RH	RT	meanAbund	sumAbund	CH-BS	CH-CS	RH-CS
ASV631	ASV631	Acidobacteria	Acidobacteriia	Solibacteraceae_(Subgroup_3)	Candidatus_Solibacter	0.000587285808331	0.00102623328208	0.0	0.00137283661072	0.0	0.0	0.00161351909041	0.0023990698928			
ASV888	ASV888	Bacteroidetes	Bacteroidia	Cytophagaceae		3.96419538726e-06	0.0	0.00171379028437	5.27620393484e-05	0.000608715083833	7.5230529181e-05	3.96419538726e-06	0.00237526740755	1.0	1.0	
ASV1857	ASV1857	Proteobacteria	Deltaproteobacteria	Haliangiaceae	Haliangium	0.00038127252464	0.0	0.000165651634022	6.76867495474e-05	3.35216661002e-05	0.0	0.00038127252464	0.000266860049669	1.0		
ASV5390	ASV5390	Bacteroidetes	Bacteroidia	Microscillaceae		0.0	0.0	0.000221266134059	1.23457679222e-05	0.0	0.0	0.0	0.000233611901981	1.0		
ASV673	ASV673	Acidobacteria	Blastocatellia_(Subgroup_4)	Pyrinomonadaceae	RB41	0.000411852423744	0.00069487705772	0.000145402201106	0.0011539654647	0.000116548248596	0.0	0.00110672948146	0.00211079297212			
BE168																
BE167																
BE166																
BE164																
BE163																
ASV4861	ASV4861	Actinobacteria	Actinobacteria	Microbacteriaceae		7.53131872803e-05	1.4493899386e-05	9.7745474899e-06	9.93780354666e-06	9.25773773292e-06	0.0	8.98070866663e-05	4.34639881555e-05			
ASV831	ASV831	Proteobacteria	Gammaproteobacteria	Steroidobacteraceae		0.000253735340767	0.000722302547496	0.000263298267236	0.000837678466265	7.45934402653e-05	0.0	0.000976037888262	0.00189787272126			
ASV2644	ASV2644	Proteobacteria	Gammaproteobacteria	Acidiferrobacteraceae	Sulfurifustis	0.0	0.0	0.00055042303542	0.0	0.0	0.0	0.0	0.00055042303542	1.0	1.0	
ASV79	ASV79	Verrucomicrobia	Verrucomicrobiae	Chthoniobacteraceae	Candidatus_Udaeobacter	0.00302098169236	0.00586310445675	0.00140512244922	0.00499447302267	0.000211647189718	9.35308705319e-06	0.00888408614912	0.0124743471184			
ASV835	ASV835	Acidobacteria	Blastocatellia_(Subgroup_4)	Blastocatellaceae	JGI_0001001-H03	0.000218315053316	0.000843813167559	0.000112891291797	0.00084734345283	6.46809630568e-05	2.53148439016e-05	0.00106212822087	0.00186872887524			
ASV1240	ASV1240	Proteobacteria	Gammaproteobacteria	Unknown_Family	Acidibacter	0.000651937233603	0.0	0.000280015485712	5.03534696468e-05	5.19841147058e-05	7.4733771368e-05	0.000651937233603	0.000382353070065	1.0		
ASV838	ASV838	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadaceae		0.000382684360239	0.000861957979147	0.0	0.000739011233875	8.7934467827e-05	0.0	0.00124464233939	0.00168890368085			
ASV1243	ASV1243	Actinobacteria	Thermoleophilia	67-14		0.000290245637866	0.000428499550224	3.28165681559e-05	0.000409991714351	0.000125400435056	0.0	0.00071874518809	0.000996708267787			
BE184																
ASV125	ASV125	Nitrospirae	Nitrospira	Nitrospiraceae	Nitrospira	0.00250617984563	0.00415018535879	0.000648191486386	0.00291662590096	0.000233836480192	0.0	0.00665636520442	0.00794883922633			
BE186																
ASV123	ASV123	Proteobacteria	Alphaproteobacteria	Sphingomonadaceae	Sphingomonas	0.00103552902664	0.00442052234354	0.000695920170867	0.00354870817333	0.000505293019856	0.0	0.00545605137018	0.0091704437076			
ASV122	ASV122	Proteobacteria	Gammaproteobacteria	Xanthomonadaceae	Luteimonas	0.00171897872256	0.00467598715023	0.00113159109398	0.00338886235085	0.00012034531852	0.0	0.00639496587279	0.00931678591358			
BE183																
BE79																
BE76																
BE74																
BE75																
BE72																
ASV129	ASV129	Firmicutes	Bacilli	Bacillaceae		0.00236299379961	0.00225971443426	0.0026094841689	0.00298132740478	0.0001934190333	0.0	0.00462270823388	0.00804394504124			
ASV128	ASV128	Proteobacteria	Alphaproteobacteria	Dongiaceae	Dongia	0.00381042785762	0.00180895474867	0.00262745056758	0.001773719895	0.000309301846598	0.0	0.00561938260629	0.00651942705784			
ASV72	ASV72	Verrucomicrobia	Verrucomicrobiae	Chthoniobacteraceae	Candidatus_Udaeobacter	0.00365216171694	0.00530555164459	0.00223676464011	0.00480440193699	0.000430960112858	1.82644869613e-05	0.00895771336154	0.0127776783346			
ASV1808	ASV1808	Proteobacteria	Deltaproteobacteria	KD3-10		0.0	0.0	0.000795608400966	0.0	0.0	0.0	0.0	0.000795608400966	1.0		
ASV646	ASV646	Planctomycetes	Planctomycetacia	Gemmataceae		0.000293746190266	0.000723517137438	0.000199613086897	0.000685981011499	0.000608441012279	0.000262484009523	0.0010172633277	0.00221755224811			
ASV647	ASV647	Verrucomicrobia	Verrucomicrobiae	Chthoniobacteraceae	Chthoniobacter	0.00091470797783	0.000667055268234	9.39509669903e-06	0.000900913527382	5.30546287611e-05	0.0	0.00158176324606	0.00163041852108			
ASV644	ASV644	Proteobacteria	Gammaproteobacteria	Burkholderiaceae		2.21994941687e-05	0.0	0.00448907797541	8.51362437889e-05	0.000366327795364	0.0	2.21994941687e-05	0.00494054201457	1.0	1.0	
ASV2019	ASV2019	Acidobacteria	Blastocatellia_(Subgroup_4)	Blastocatellaceae	JGI_0001001-H03	1.68730806871e-05	0.000387122064819	7.50308347873e-06	0.000330539798005	0.0	0.0	0.000403995145506	0.000725164946303			
BE260																
BE261																
BE264																
BE265																
BE268																
BE255																
BE254																
BE257																
ASV1427	ASV1427	Proteobacteria	Gammaproteobacteria	Nitrosomonadaceae	MND1	7.92839077452e-06	0.000589528121877	1.33599460622e-05	0.000460433789611	1.49782950888e-05	0.0	0.000597456512652	0.00107830015264			
ASV3409	ASV3409	Bacteroidetes	Bacteroidia	env.OPS_17		0.0	0.000154934260245	3.46296160557e-05	9.68374714594e-05	1.59635682348e-05	0.0	0.000154934260245	0.000302364915995			
ASV547	ASV547	Bacteroidetes	Bacteroidia	Chitinophagaceae	Niastella	0.000640121467598	0.000305563796234	0.000850884141851	0.000298784636089	9.92368238313e-05	0.000297335083366	0.000945685263832	0.001554469398	1.0	1.0	
ASV469	ASV469	Planctomycetes	Planctomycetacia	Pirellulaceae	Pirellula	0.000947484846054	0.000778318106092	0.000479435801238	0.00131863150722	8.54912670034e-05	0.0	0.00172580295215	0.00266187668155			
ASV541	ASV541	Proteobacteria	Deltaproteobacteria	Haliangiaceae	Haliangium	4.85798350429e-05	0.0	0.00286526982173	4.41047474506e-05	0.000181257546119	0.0	4.85798350429e-05	0.0030906321153	1.0	1.0	
BE236																
ASV391	ASV391	Proteobacteria	Deltaproteobacteria	bacteriap25		0.00103847324654	0.00165250582378	0.00018233403612	0.00151570505855	0.000125377078099	0.0	0.00269097907032	0.00347592199655			
ASV461	ASV461	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadaceae		0.000909036293856	0.00117682742262	0.000309177461694	0.00109122318462	0.000225126619549	0.0	0.00208586371647	0.00280235468848			
ASV548	ASV548	Proteobacteria	Gammaproteobacteria	Nitrosomonadaceae	Ellin6067	0.000807563790684	0.00066623068886	0.000433589828131	0.000670969750455	9.48719533272e-05	0.0	0.00147379447954	0.00186566222077			
ASV4447	ASV4447	Proteobacteria	Deltaproteobacteria	Haliangiaceae	Haliangium	1.56051586853e-05	0.0	0.000372635817205	0.0	1.12882424489e-05	0.0	1.56051586853e-05	0.000383924059654	1.0	1.0	
ASV5572	ASV5572	Proteobacteria	Gammaproteobacteria	Xanthomonadaceae	Pseudoxanthomonas	0.0	0.0	0.0	0.0	0.00015421120802	3.08437289845e-05	0.0	0.00015421120802			
ASV99	ASV99	Proteobacteria	Gammaproteobacteria	Burkholderiaceae	Rhizobacter	0.00066499471048	0.000751316924794	0.0140618614445	0.00125734794257	0.00057228921857	0.0	0.00141631163527	0.0166428155305	1.0	1.0	
BE215																
ASV37	ASV37	Proteobacteria	Alphaproteobacteria	Caulobacteraceae	Phenylobacterium	0.000920374741244	0.0055214342245	0.0038922567809	0.00262144525457	0.00580983675636	0.00481834058075	0.00644180896574	0.0178449730163			
ASV35	ASV35	Proteobacteria	Gammaproteobacteria	Burkholderiaceae	Duganella	0.0	0.0	0.00145987186072	0.000627976791076	0.0107454876201	0.0127593243983	0.0	0.0128333362719	1.0		1.0
ASV492	ASV492	Proteobacteria	Alphaproteobacteria	Sphingomonadaceae	Sphingomonas	0.0	0.0	0.000528982422351	0.0	0.000819679018534	0.00184506234389	0.0	0.00134866144089			
BE213																
BE212																
BE219																
ASV38	ASV38	Verrucomicrobia	Verrucomicrobiae	Chthoniobacteraceae	Candidatus_Udaeobacter	0.00622070551548	0.00894978402459	0.00382838172479	0.00826790388129	0.000671193466449	3.10074452957e-05	0.0151704895401	0.0217172630971			
ASV39	ASV39	Proteobacteria	Gammaproteobacteria	Burkholderiaceae	Delftia	0.0	4.82768865122e-05	0.000255918513431	0.0	0.00909053282744	0.00947171941012	4.82768865122e-05	0.00939472822739			1.0
ASV6	ASV6	Proteobacteria	Gammaproteobacteria	Cellvibrionaceae	Cellvibrio	0.000249457976241	0.000471521927853	0.00226134667359	0.000663383175701	0.0316560475994	0.0986211824123	0.000720979904095	0.0350522993765	1.0		1.0
ASV1357	ASV1357	Proteobacteria	Gammaproteobacteria	Steroidobacteraceae	Steroidobacter	0.000267274053032	5.93172583563e-06	0.000633603636866	2.47251021485e-05	4.83908861077e-05	9.97752062437e-05	0.000273205778868	0.000712651350958		1.0	
ASV350	ASV350	Proteobacteria	Alphaproteobacteria	Rhizobiaceae	Shinella	0.0	0.0	0.000166780336203	1.75651638303e-05	0.00311625554733	0.00107221733568	0.0	0.00330060104736			1.0
BE85																
ASV8	ASV8	Proteobacteria	Alphaproteobacteria	Caulobacteraceae	Asticcacaulis	0.000339106909255	2.30243612597e-05	0.00192178272919	0.000378331858226	0.0398876136205	0.0743007737458	0.000362131270514	0.0422107525692	1.0	1.0	1.0
ASV1592	ASV1592	Proteobacteria	Alphaproteobacteria	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.000280286885446	0.000169103719684	0.000110858183213	0.000174963710206	8.72863279415e-05	5.06943092596e-06	0.000449390605131	0.000542211941045			
BE84																
ASV1595	ASV1595	Proteobacteria	Alphaproteobacteria	Sphingomonadaceae	Sphingomonas	3.10283687943e-05	0.000552897921466	7.994152504e-05	0.000246258759238	8.16997913932e-05	0.0	0.00058392629026	0.000960797997138			
ASV263	ASV263	Proteobacteria	Gammaproteobacteria	Burkholderiaceae		0.000266631731037	0.000186849363822	0.00414661194795	0.000415294569098	0.00175742521507	0.000119776628718	0.00045348109486	0.00650618109594	1.0	1.0	
ASV1060	ASV1060	Bacteroidetes	Bacteroidia	Chitinophagaceae	Terrimonas	0.000125904527328	0.000627430531487	6.46182554948e-05	0.000695607114388	0.0	0.0	0.000753335058815	0.00138765590137			
BE95																
BE96																
BE97																
BE91																
ASV2830	ASV2830	Proteobacteria	Gammaproteobacteria	Burkholderiaceae		0.0	0.0	0.000744806055354	0.0	0.0	0.0	0.0	0.000744806055354	1.0		
BE93																
BE80																
BE98																
ASV302	ASV302	Firmicutes	Bacilli	Paenibacillaceae	Paenibacillus	0.000370075485824	2.70357040266e-05	0.000164594868252	0.000105596218447	0.000147087671867	0.000133510478944	0.00039711118985	0.000444314462592			
ASV301	ASV301	Acidobacteria	Blastocatellia_(Subgroup_4)	Pyrinomonadaceae	RB41	0.000960436721076	0.00203173488047	0.000891154689696	0.00184564840333	0.000121137244536	0.0	0.00299217160155	0.00488967521804			
ASV2839	ASV2839	Verrucomicrobia	Verrucomicrobiae	Pedosphaeraceae	ADurb.Bin063-1	1.88386524823e-05	0.000237772444256	5.88644582911e-05	0.000111860091573	0.0	0.0	0.000256611096738	0.00040849699412			
BE251																
ASV347	ASV347	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadaceae		0.00125077834617	0.00139432985533	0.000302123885444	0.00158461523009	0.000207231519023	0.0	0.00264510820151	0.00348830048989			
ASV1695	ASV1695	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiaceae	Roseimicrobium	5.73560534002e-05	0.00032295092695	5.39445152487e-05	0.000461520552641	0.0	0.0	0.00038030698035	0.00083841599484			
ASV848	ASV848	Actinobacteria	Acidimicrobiia	Ilumatobacteraceae		0.000420968360769	0.000445364719952	0.000302491998863	0.00077103864957	6.5798775648e-05	0.0	0.000866333080721	0.00158469414403			
ASV849	ASV849	Verrucomicrobia	Verrucomicrobiae	Pedosphaeraceae		0.000531871071183	0.000636123816323	0.00016853850759	0.000711871880303	0.0	0.0	0.00116799488751	0.00151653420422			
ASV2203	ASV2203	Proteobacteria	Alphaproteobacteria	Sphingomonadaceae	Sphingobium	0.0	0.0	0.0	0.0	0.000542664283627	0.000266301679803	0.0	0.000542664283627			
ASV841	ASV841	Acidobacteria	Blastocatellia_(Subgroup_4)	Blastocatellaceae	JGI_0001001-H03	0.0005894002209	0.00063383107291	0.000111794546056	0.000578940036105	1.08006940217e-05	0.0	0.00122323129381	0.00133536634909			
ASV842	ASV842	Proteobacteria	Gammaproteobacteria	TRA3-20		0.000128602426049	0.000895997186338	0.000112984915274	0.000809372360217	2.78178799066e-05	0.0	0.00102459961239	0.00184617234174			
ASV844	ASV844	Verrucomicrobia	Verrucomicrobiae	Pedosphaeraceae		0.000354077876701	0.0009988906978	7.36582547922e-05	0.000764504090095	4.18913485415e-05	0.0	0.0013529685745	0.00187894439123			
ASV845	ASV845	Planctomycetes	Phycisphaerae	Phycisphaeraceae	AKYG587	0.000627347656516	0.000504204737104	6.69221501077e-05	0.000798231219052	6.56590227063e-05	0.0	0.00113155239362	0.00143501712897			
BE88																
BE70																
ASV2633	ASV2633	Proteobacteria	Gammaproteobacteria	Nitrosomonadaceae	Ellin6067	0.0	0.0	0.000544869800851	0.0	0.0	0.0	0.0	0.000544869800851	1.0		
ASV1282	ASV1282	Proteobacteria	Deltaproteobacteria	Haliangiaceae	Haliangium	0.000658385505371	0.000121777332417	0.000617012992026	4.37448999335e-05	0.0	0.0	0.000780162837788	0.000782535224376	1.0		
BE197																
ASV1114	ASV1114	Firmicutes	Bacilli	Planococcaceae	Sporosarcina	0.0	0.0	5.54957228393e-05	0.0	2.4554009893e-05	0.0	0.0	8.00497327323e-05			
ASV1116	ASV1116	Planctomycetes	Planctomycetacia	Pirellulaceae	Pir4_lineage	0.000690216549289	0.000110879896494	0.000682149323132	0.000117049937487	1.63571827115e-05	0.0	0.000801096445783	0.000926436339825	1.0		
ASV1443	ASV1443	Actinobacteria	Actinobacteria	Streptomycetaceae	Streptomyces	0.0	0.0	0.000733732887869	0.0	4.83560183163e-05	0.0	0.0	0.000782088906185	1.0	1.0	
ASV1113	ASV1113	Proteobacteria	Deltaproteobacteria	Sandaracinaceae		0.0	0.0	0.000443582824658	0.0	0.000515108801694	0.00025846177129	0.0	0.000958691626352	1.0	1.0	
ASV602	ASV602	Spirochaetes	Spirochaetia	Spirochaetaceae	Salinispira	8.97974395572e-06	1.16703136397e-05	0.00329445380155	0.000140334216617	0.000393238534345	1.3418290144e-05	2.06500575954e-05	0.00383969686615	1.0	1.0	
ASV169	ASV169	Proteobacteria	Gammaproteobacteria	Burkholderiaceae	Variovorax	0.00101395108818	0.00239031392988	0.00305033192752	0.00243750028196	0.000445157005772	0.000150245096261	0.00340426501806	0.00832330314513			
ASV163	ASV163	Bacteroidetes	Bacteroidia	Flavobacteriaceae	Flavobacterium	0.00277935040799	0.00124459168827	0.000838328453332	0.00104738758181	4.61317761627e-05	0.0	0.00402394209625	0.00317643949957			
ASV162	ASV162	Proteobacteria	Alphaproteobacteria	Sphingomonadaceae	Sphingomonas	0.00152230267873	0.00293875262858	0.000924801055552	0.00281167268614	0.000343620365561	0.0	0.00446105530731	0.00701884673583			
ASV161	ASV161	Proteobacteria	Gammaproteobacteria	Burkholderiaceae		0.0	0.0	0.00620342140661	0.000252000624303	0.00377415029177	4.84818036826e-05	0.0	0.0102295723227	1.0	1.0	1.0
ASV167	ASV167	Acidobacteria	Blastocatellia_(Subgroup_4)	Pyrinomonadaceae	RB41	0.00133109520826	0.0028716428199	0.000393535539166	0.00371205523285	0.000397951978199	0.0	0.00420273802816	0.00737518557011			
ASV166	ASV166	Fibrobacteres	Fibrobacteria	Fibrobacteraceae	possible_genus_04	8.67058639188e-05	0.0	0.000280163974584	8.51811732571e-06	0.00183558780598	0.00633436637774	8.67058639188e-05	0.00212426989789	1.0		1.0
ASV2111	ASV2111	Bacteroidetes	Bacteroidia	Microscillaceae	Chryseolinea	0.000328625793899	2.65218883585e-05	0.000169657692602	0.0	0.0	0.0	0.000355147682258	0.00019617958096	1.0	1.0	
ASV712	ASV712	Actinobacteria	Actinobacteria	Nocardioidaceae	Nocardioides	0.000469715546766	0.000891823761573	0.000207678369188	0.000807629285093	6.51310751865e-05	0.0	0.00136153930834	0.00197226249104			
ASV2116	ASV2116	Proteobacteria	Gammaproteobacteria	Burkholderiaceae	Xylophilus	3.5222119491e-05	0.000132410052348	0.00016140640926	0.000214276109945	7.17116567904e-05	0.0	0.000167632171839	0.000579804228344			
ASV765	ASV765	Proteobacteria	Alphaproteobacteria	Sphingomonadaceae	Novosphingobium	0.0	0.0	1.10865154712e-05	0.0	0.00161907463392	0.000705642444569	0.0	0.00163016114939			1.0
ASV761	ASV761	Planctomycetes	Planctomycetacia	Rubinisphaeraceae	SH-PL14	0.00056969078824	0.0006512316127	6.28235876703e-05	0.00079146379218	3.23930967995e-05	0.0	0.00122092240094	0.00153791208935			
ASV4621	ASV4621	Proteobacteria	Deltaproteobacteria	Myxococcaceae	Corallococcus	0.000126652922476	0.0	7.33018202718e-05	0.0	0.0	0.0	0.000126652922476	7.33018202718e-05			
ASV1231	ASV1231	Proteobacteria	Deltaproteobacteria	Haliangiaceae	Haliangium	3.68225391038e-05	0.0	0.00122386874564	0.0	0.0	0.0	3.68225391038e-05	0.00122386874564	1.0	1.0	
ASV1237	ASV1237	Proteobacteria	Alphaproteobacteria	Xanthobacteraceae	Bradyrhizobium	0.00016003559239	0.0	0.000663640671073	6.33783191764e-05	0.000226017427102	0.0	0.00016003559239	0.000953036417351	1.0		
ASV905	ASV905	Verrucomicrobia	Verrucomicrobiae	Pedosphaeraceae		0.000365903956309	0.000870098832679	0.000115929805999	0.000659870708265	6.72809205115e-05	0.0	0.00123600278899	0.00171318026745			
BE27																
BE26																
BE29																
ASV2210	ASV2210	Proteobacteria	Deltaproteobacteria	BIrii41		7.2641621664e-05	0.0	0.00041004849966	0.0	2.1398369159e-05	9.76289952884e-05	7.2641621664e-05	0.000431446868819	1.0		
ASV188	ASV188	Deinococcus-Thermus	Deinococci	Deinococcaceae	Deinococcus	0.0	4.44879437672e-06	0.0	0.0	0.000651614906877	0.000670969960859	4.44879437672e-06	0.000656063701253			1.0
ASV3772	ASV3772	Firmicutes	Bacilli	Planococcaceae	Lysinibacillus	0.0	0.000189723039697	0.000121283966518	0.0	0.0	0.0	0.000189723039697	0.000311007006215			
ASV117	ASV117	Acidobacteria	Blastocatellia_(Subgroup_4)	Pyrinomonadaceae	RB41	0.00196090547639	0.00428579466818	0.000656411929176	0.0044818829631	0.000370044921606	0.0	0.00624670014457	0.00979413448206			
ASV114	ASV114	Proteobacteria	Alphaproteobacteria	Beijerinckiaceae	Microvirga	0.00222177473838	0.00360711467725	0.00229577085244	0.00339183622447	0.000626242285052	0.0	0.00582888941564	0.00992096403922			
ASV502	ASV502	Proteobacteria	Alphaproteobacteria	Xanthobacteraceae		0.000674063838235	0.00142483926279	0.000212316905097	0.00124665115839	0.0	0.0	0.00209890310103	0.00288380732628			
ASV112	ASV112	Proteobacteria	Gammaproteobacteria	Nitrosomonadaceae	MND1	0.00249383286307	0.00361466004885	0.00188651350933	0.00361601786076	0.000361012732975	0.0	0.00610849291192	0.00947820415191			
ASV113	ASV113	Proteobacteria	Gammaproteobacteria	Xanthomonadaceae	Arenimonas	0.00166695645889	0.00439726594565	0.00244713150878	0.00313875819284	0.000356848317248	0.0	0.00606422240453	0.0103400039645			
ASV110	ASV110	Proteobacteria	Alphaproteobacteria	Sphingomonadaceae	Sphingomonas	0.00143442546514	0.00512705343114	0.00168179279072	0.0036423236691	0.00031104467928	0.0	0.00656147889628	0.0107622145702			
ASV111	ASV111	Proteobacteria	Deltaproteobacteria	Sandaracinaceae		0.0	0.0	0.00425705175884	0.0	0.00422547305511	0.000363385977173	0.0	0.00848252481395	1.0	1.0	1.0
ASV393	ASV393	Proteobacteria	Gammaproteobacteria	Pseudomonadaceae	Pseudomonas	0.000299277797985	0.00123979921834	0.00028352262572	0.000530998853798	0.000140471529792	0.00011974889473	0.00153907701633	0.00219479222765			
ASV455	ASV455	Proteobacteria	Gammaproteobacteria	SC-I-84		0.000934255283168	0.0011235737481	0.000234171556027	0.00119431365206	0.000134972210839	0.0	0.00205782903127	0.00268703116703			
ASV693	ASV693	Proteobacteria	Deltaproteobacteria	Haliangiaceae	Haliangium	2.20215811495e-05	9.40763387487e-05	0.00353027883217	0.000168338347286	3.45402161576e-05	0.0	0.000116097919898	0.00382723373436	1.0	1.0	
ASV697	ASV697	Bacteroidetes	Bacteroidia	Sphingobacteriaceae	Pedobacter	0.000266277824567	0.00122218330426	0.000176182780508	0.000858330264847	6.87295445784e-05	0.0	0.00148846112883	0.00232542589419			
BE259																
BE258																
ASV78	ASV78	Actinobacteria	Actinobacteria	Mycobacteriaceae	Mycobacterium	0.00298625841179	0.00498678621493	0.00288244402745	0.00462779664934	0.000774141530561	0.0	0.00797304462672	0.0132711684223			
ASV591	ASV591	Proteobacteria	Gammaproteobacteria	SC-I-84		0.000435976246241	0.00160701267797	0.000153317252009	0.000948984589064	2.94659658283e-05	0.0	0.00204298892421	0.00273878048487			
ASV597	ASV597	Proteobacteria	Gammaproteobacteria	Burkholderiaceae	Rhodoferax	1.59435784893e-05	0.0	0.00257136198286	7.46657930085e-05	0.000612370982275	3.20266461696e-05	1.59435784893e-05	0.00325839875814	1.0	1.0	
ASV985	ASV985	Proteobacteria	Gammaproteobacteria	Burkholderiaceae		0.000236957584076	3.42671121391e-05	0.0015537264786	0.000118581477522	0.000166276487512	0.0	0.000271224696216	0.00187285155578	1.0		
ASV73	ASV73	Proteobacteria	Alphaproteobacteria	Hyphomicrobiaceae	Pedomicrobium	0.004060428207	0.00424914217058	0.00242389335376	0.00517511429747	0.000640281740994	0.0	0.00830957037758	0.0124884315628			
ASV71	ASV71	Proteobacteria	Deltaproteobacteria	Oligoflexaceae	Oligoflexus	6.78360410267e-05	3.64620114411e-05	0.000113437565581	1.27450926841e-05	0.00937691368019	0.005492094358	0.000104298052468	0.00953955834989			1.0
ASV76	ASV76	Proteobacteria	Alphaproteobacteria	Caulobacteraceae	Brevundimonas	7.70483863867e-06	0.000235148786069	0.000161018472811	0.000171452862326	0.00757005969192	0.00463151885092	0.000242853624708	0.00813767981312			1.0
ASV77	ASV77	Proteobacteria	Alphaproteobacteria	Azospirillaceae	Azospirillum	1.03069080069e-05	0.0	0.000129893410639	1.16732425933e-05	0.00772480646702	0.00633549146243	1.03069080069e-05	0.00786637312025			1.0
ASV74	ASV74	Proteobacteria	Gammaproteobacteria	Steroidobacteraceae	Steroidobacter	0.00579805227204	0.0025385873851	0.00414901372207	0.00259476051871	0.000827530355131	1.94807218776e-05	0.00833663965714	0.010109891981			
BE256																
ASV2579	ASV2579	Proteobacteria	Deltaproteobacteria	Haliangiaceae	Haliangium	0.0	0.0	0.000479327753044	0.0	0.0	0.0	0.0	0.000479327753044	1.0		
ASV825	ASV825	Proteobacteria	Alphaproteobacteria	Sphingomonadaceae	Sphingomonas	0.000496889667905	0.000599234059044	0.000145421160027	0.000542037414291	7.05213616768e-05	0.0	0.00109612372695	0.00135721399504			
ASV341	ASV341	Proteobacteria	Deltaproteobacteria	Haliangiaceae	Haliangium	0.0	3.26176597569e-05	0.00453864512771	0.000125366820882	0.000256057476655	4.84971044809e-05	3.26176597569e-05	0.00495268708501	1.0	1.0	
ASV340	ASV340	Acidobacteria	Blastocatellia_(Subgroup_4)	Pyrinomonadaceae	RB41	0.000557609642023	0.00208022745963	0.000246597139455	0.0017895167806	0.000140249341263	0.0	0.00263783710165	0.00425659072095			
ASV431	ASV431	Acidobacteria	Blastocatellia_(Subgroup_4)	Pyrinomonadaceae	RB41	0.00115377177813	0.000958717123215	0.00023970655592	0.00125212171661	0.000135152288076	0.0	0.00211248890134	0.00258569768382			
ASV430	ASV430	Bacteroidetes	Bacteroidia	Spirosomaceae	Arcicella	0.0	0.0	2.89336427609e-05	7.23262783067e-06	0.000983751900727	0.00217465000141	0.0	0.00101991817132			1.0
ASV344	ASV344	Bacteroidetes	Bacteroidia	Chitinophagaceae		0.000385250454453	0.00232744696609	0.000209344366164	0.0019800650273	0.00019663245143	0.0	0.00271269742055	0.00471348881098			
ASV349	ASV349	Proteobacteria	Alphaproteobacteria	Dongiaceae	Dongia	0.00206636391297	0.000243871002025	0.00146674717264	0.000285066637363	0.000199216216628	0.0	0.00231023491499	0.00219490102866	1.0		
ASV348	ASV348	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadaceae		0.0016157482215	0.00132261053465	0.00045076923358	0.00166909267223	3.60941460349e-05	0.0	0.00293835875614	0.00347856658649			
ASV439	ASV439	Proteobacteria	Gammaproteobacteria	A21b		0.00065594583177	0.00149980897965	0.000303028099534	0.00120238729878	0.000158044724379	0.0	0.00215575481142	0.00316326910234			
ASV3875	ASV3875	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadaceae		1.45211645974e-05	9.51259645337e-05	0.000219939536001	0.0	0.0	0.0	0.000109647129131	0.000315065500534		1.0	
ASV184	ASV184	Proteobacteria	Gammaproteobacteria	Unknown_Family	Acidibacter	0.004056180344	0.000141756903302	0.00234964821333	6.67476225551e-05	0.0003810517167	5.93942743137e-05	0.0041979372473	0.00293920445588	1.0	1.0	
ASV187	ASV187	Proteobacteria	Gammaproteobacteria	Burkholderiaceae	Rhizobacter	0.00044841196008	0.0	0.00135294710446	0.0	0.00094782791307	0.00523075024647	0.00044841196008	0.00230077501753	1.0	1.0	1.0
ASV180	ASV180	Proteobacteria	Alphaproteobacteria	Sphingomonadaceae	Sphingomonas	0.00124116925802	0.00328128308792	0.000765645393953	0.00255103182194	0.000332079651639	0.0	0.00452245234594	0.00693003995545			
ASV1306	ASV1306	Verrucomicrobia	Verrucomicrobiae	Chthoniobacteraceae	Candidatus_Udaeobacter	0.000299583219793	0.000457796145965	0.0	0.000371713191936	0.0	0.0	0.000757379365758	0.000829509337901			
ASV189	ASV189	Proteobacteria	Gammaproteobacteria	SC-I-84		0.000984495387952	0.00366608375592	0.000473711082765	0.00317656991767	0.000219802509814	0.0	0.00465057914387	0.00753616726617			
ASV1652	ASV1652	Acidobacteria	Blastocatellia_(Subgroup_4)	Pyrinomonadaceae	RB41	0.00034097608284	0.000112773367505	0.000232209259601	0.000202302151771	5.65085590325e-05	0.0	0.000453749450345	0.00060379333791	1.0	1.0	
ASV2508	ASV2508	Proteobacteria	Deltaproteobacteria	Haliangiaceae	Haliangium	0.0	0.0	0.000573031256525	0.0	3.27386798574e-05	0.0	0.0	0.000605769936382	1.0		
ASV3190	ASV3190	Proteobacteria	Deltaproteobacteria	Haliangiaceae	Haliangium	0.0	0.0	0.000445045738459	3.09999444547e-05	0.0	0.0	0.0	0.000476045682914	1.0		
